ano,sentenca,cluster
1829,cauby obedeceu a virgem cerrou a porta,0
1829,a virgem ergueuse de um impeto levanta a pedra que fecha a garganta de tupan para que ela esconda o estrangeiro,0
1829,matar meu irmao dizes tu virgem cruel,0
1829,ele nao tem medo dos guerreiros de irapuam tem medo dos olhos da virgem de tupan,0
1829,a virgem tabajara contou a martim o que ouvira de poty o guerreiro cristao ergueuse de um impeto para correr a defesa de seu irmao pytiguara,0
1829,a mao de poty cerrou subito os labios da virgem sua fala parecia um sopro suspende a voz e o respiro virgem das florestas o ouvido inimigo escuta na sombra,0
1829,poty refletiu conta virgem das serras o que aconteceu em teus campos depois que a eles chegou o guerreiro do mar,0
1829,a virgem partiu cerrando a porta da cabana,0
1829,a expressao indagadora de sao joao e a ternura maternal da virgem achamse maravilhosamente desenhadas posto que nao com tanta expressao como tem a figura principal,0
1829,a virgem estremeceu por seus irmaos,0
1829,é a atyaty a garça do mar e tu es a virgem da serra que nunca desceu as alvas praias onde arrebentam as vagas,0
1829,o guerreiro murmura que o ouça a virgem e so ela escutou iracema cantar a gaivota,0
1829,o page bebia no cachimbo o fumo sagrado de tupan que lhe enchia as arcas do peito o estrangeiro respirava ar as golfadas para refrescarlhe o sangue efervescente a virgem destilava sua alma como o mel de um favo nos crebos soluços que lhe estalavam entre os labios tremulos,0
1829,o rumor estranho que saia das profundezas da terra apagouse de repente fezse na cabana tao grande silencio que ouviase pulsar o sangue na arteria do guerreiro e tremer o suspiro no labio da virgem,0
1829,iracema pendeu a fronte abatida nao e voz de tupan que ouve teu coraçao guerreiro de longe terras e o canto da virgem branca que te chama,0
1829,se a virgem de tupan abandonar ao estrangeiro a flor de seu corpo ela morrera,0
1829,o mancebo sentiu raiva de si e pena dela nao ouves tu virgem formosa,0
1829,as falas da virgem resoaram docemente no coraçao de martim,0
1829,voltando brusco para o oposto lado furtou o semblante aos olhos ternos e queixosos da virgem,0
1829,arredate do inimigo virgem dos tabajaras respondeu o estrangeiro com aspereza de voz,0
1829,o page falou grave e lento se a virgem abandonou ao guerreiro branco a flor de seu corpo ela morrera mas o hospede de tupan e sagrado ninguem lhe tocara todos o servirao,0
1829,o estrangeiro partindose de teus campos virgem tabajara nao deixara neles rastro de sangue com o tigre esfaimado,0
1829,homem mais desgraçado de todo o universo para serdes feliz o primeiro dos homens se quiserdes so uma cousa existe so uma cousa vos falta um amor um amor como sente o coraçao de uma virgem e como compreende uma imaginaçao de poeta amai amai com um amor puro e sereis feliz que nada vale a maldiçao dos homens quando se tem a bençao de deus,0
1829,para a virgem despontou o dia em que ligada eternamente aos destinos do esposo era convidada por leis divinas e humanas a libar na aurifulgente taça da fortuna a paz da felicidade ou tragar resignada o fel asqueroso da desdita minado pingo a pingo do algar de mil desgraças,0
1829,passados alguns anos a partir do dia em que o singelo leito de virgem houverao ela trocado pelo talamo de noivaa nao era que a nobre mae dos robustos mancebos prudencio e braz,0
1829,e a mao que aplicava os remedios que enxugava as lagrimas arrancadas pela dor era a d uma virgem continua,0
1830,e foguetes trovam aos ares nesta ocasiao o presidente da sociedade da os vivas seguinte que e respondido atenciosamente por toda sociedade e todos que estao presentes viva a santa religiao viva sua majestade o imperador viva a familia imperial viva todas autoridades desta provincia viva a sociedade protetora dos desvalidos esta aberta a sessao ____________________________________ entraram este ano os socios seguintes cosmi das virgem joze atanazio justino frereira de sousa manoel do nacinto andre galiza joaquim francisco teofio de sousa requereram para entrar jose amanco jose bras fliciano barata ainda nao foram despachados socios protetores entradas este ano desembargador antonio joaquim da silva gomes doutor salustien frrereira souto doutor arceno rodrigues chexas empregado vitorio jose da costa engenheiro antonio jose correia maxado apresentouse no dia de julho o,0
1830,sessao de de março felizmente senhor neste dia esta socie dade teve a fortuna de contar com mais um magistrado honrado e generoso o ilustrissimo excelentissimo senhor desembargador antonio joaquim da silva gomes entao presidente des ta provincia como nosso socio protetor sendo nomeado para esta ilustre comissao o senhores socios narcizo dominges de santa izabel francisco ancelmo e cosmi da virgem nesta ocasiao orde nei ao senhor socio visitador ma noel francisco dos santo que fosse a viuva do falecido socio paranhos saber desta senhora o estado do dois menores filhos do falecido socios e se ela queria entregar os menores e fosse qual as condiçao que viesse dar parte a sociedade para esta obra voltando o visitador deu parte de todo ocorrido e como,0
1830,da na forma do costume se achavam presentes senhores socios e lida ata anterior foi a provada mandou o senhor presidente ler pelo º secretario os artigos e dos estatutos depois de lido mandou que lesse um requerimento de um candidato finda esta leitura foi metido em votaçao o dito requerimento e foi aprovado com votos prestou logo juramento o dito senhor cosmi das virgem pois na ocasiao se a chava presente pois ja tinha pago a sua entrada feito este trabalho mandou o senhor presidente pelo o º secretario que lesse aquelas partes dos socios entao entre estas achavase uma do senhor socio bento ignacio parti cipando que se achava doente e nao foi aceita esta participaçao por se a char cunpres o dito socio no artigo º,0
1830,signed manoel leonardo fernandez presidente signed manoel salustiano severianno gomes º secretario signed manoel anastacio º dito signed honorato felipe mangabira signed joao theadorio da solidade signed frimianno jose frerreira signed manoel francisco dos santos signed joao perreira dos santos godinho signed francisco ancelmo da reicureicao signed grabiel francisco da crus signed pantaleao lopes villasboas signed geraldo jose da conceiçao signed cosmi das virgem signed joao jose franco signed antonio jose bracete title documento comment escrito por antonio jose bracete em de fevereiro de,0
1830,outra sessao e por estar conforme mandou o senhor presidente passar a competente ata que abaixo todos se assinaram manoel leonardo fernandez presidente manoel salustiano severiano gomes º secretario manoel anastacio º dito honorato fellipe mangabira manoel francisco dos santos joao theadorio da solidade pantaleao lopes vilas boa francisco ancelmo narcizo dominges andre xavier joao godinho francisco das chagas claudio jose gomes cosmi das virgem guilheme francisco title documento comment escrito por antonio jose bracete em de março de,0
1830,nomeou o senhor presidente comissao de socios os senhor narciso francisco ancelno cosme da virgem para irem a sua excelencia o senhor desembargador presidente desta provincia levarem o livro para este dito senhor se assinar como socio protetor querendo mais alumiar comissao para ir a casa da viuva ver os orfao pediu palavra o socio bracete e disse acho bom senhor presidente que vossa senhoria mande seu visitador entao o senhor presidente ordenou que fosse so o socio visitador,0
1830,da costa jose pedro do sacramento damiao lisboa por estar conforme man dou o senhor presidente lavra a competente ata que abaixo todos com assinados signed manoel leonardo fernandez presidente signed manoel salustiano severiano gomes signed manoel anastacio signed honorato fellipe mangabeira signed manoel francisco dos santos signed joao theadorio da solidade signed miquelino da assumcao bahia signed antonio jose bracete signed cosmi das virgem signed francisco ancelmo signed narsizo dominges signed holavo amanco da silva signed panta leao lopes signed amaro da silva signed agostinho antonio da cunha signed geraldo jose da conceicao signed militao de jesus pires title documento comment escrito por antonio jose bracete em º de maio de,0
1830,signed manoel leonardo fernandes signed manoel salustiano severiano gomes signed manuel anastacio signed narcizo doninges de santa izabel signed honorato felipe signed joao theadorio signed frimiano jose frereira signed amaro da silva signed joao godinho signed cosme das virgem signed guilheme francisco signed pantaleao lopes signed justino fereira de santa signed grabiel fracisco signed antonio bracete title documento comment escrito por antonio jose bracete em de junho de,0
1830,signed manoel leonardo fernandes presidente signed manoel salustiano seviriano gomes º secretario signed manoel anastacio segundo dito signed honorato felipe tesoureiro signed manoel francisco visitador signed joao theadorio cobrador signed mequelino da suncao bahia porteiro signed geraldo jose da conceiçao signed andre xavier signed pantaleao lopes signed olavo ananço signed cosmi das virgem signed antonio joaquim signed narcizo dominges signed guilheme francisco signed joao jose franço title documento comment escrito por antonio jose bracete em de julho de,0
